month,seed,starting_customers,new_customers,churned_customers,ending_customers,ad_spend,actual_cac,price,gross_revenue,cogs,fixed_cost,total_cost,operating_profit,cash_balance,ltv_estimate,churn_rate,market_difficulty,profitability_margin,arm,gm_trust,fc_trust,pm_trust,om_trust,ceo_trust
28,1237,1516,161,100,1577,6000.0,37.09,79.0,124583.0,34694.0,18000.0,58694.0,65889.0,720308.0,863.64,0.066,0.59,0.577,Arm A: Control,0.5,0.5,0.5,0.5,0.5
29,1237,1577,143,104,1616,6000.0,41.85,79.0,127664.0,35552.0,18000.0,59552.0,68112.0,788420.0,863.64,0.066,0.59,0.5805,Arm A: Control,0.5,0.5,0.5,0.5,0.5
30,1237,1616,107,106,1617,6000.0,55.59,79.0,127743.0,35574.0,18000.0,59574.0,68169.0,856589.0,863.64,0.066,0.59,0.5806,Arm A: Control,0.5,0.5,0.5,0.5,0.5
31,1237,1617,103,106,1614,6000.0,57.91,79.0,127506.0,35508.0,18000.0,59508.0,67998.0,924587.0,863.64,0.066,0.59,0.5803,Arm A: Control,0.5,0.5,0.5,0.5,0.5
32,1237,1614,154,106,1662,6000.0,38.88,79.0,131298.0,36564.0,18000.0,60564.0,70734.0,995321.0,863.64,0.066,0.59,0.5844,Arm A: Control,0.5,0.5,0.5,0.5,0.5
33,1237,1662,140,109,1693,6000.0,42.69,79.0,133747.0,37246.0,18000.0,61246.0,72501.0,1067822.0,863.64,0.066,0.59,0.5869,Arm A: Control,0.5,0.5,0.5,0.5,0.5
34,1237,1693,121,111,1703,6000.0,49.29,79.0,134537.0,37466.0,18000.0,61466.0,73071.0,1140893.0,863.64,0.066,0.59,0.5877,Arm A: Control,0.5,0.5,0.5,0.5,0.5
35,1237,1703,114,112,1705,6000.0,52.28,79.0,134695.0,37510.0,18000.0,61510.0,73185.0,1214078.0,863.64,0.066,0.59,0.5879,Arm A: Control,0.5,0.5,0.5,0.5,0.5
36,1237,1705,124,112,1717,6000.0,48.21,79.0,135643.0,37774.0,18000.0,61774.0,73869.0,1287947.0,863.64,0.066,0.59,0.5888,Arm A: Control,0.5,0.5,0.5,0.5,0.5
1,1238,0,150,0,150,3000.0,20,79.0,11850.0,3300.0,8000.0,14300.0,-2450.0,47550.0,950.0,0.06,0.27,0.0464,Arm A: Control,0.5,0.5,0.5,0.5,0.5
2,1238,150,150,9,291,3000.0,20,79.0,22989.0,6402.0,12000.0,21402.0,1587.0,49137.0,950.0,0.06,0.27,0.1995,Arm A: Control,0.5,0.5,0.5,0.5,0.5
3,1238,291,150,17,424,3000.0,20,79.0,33496.0,9328.0,15000.0,27328.0,6168.0,55305.0,950.0,0.06,0.27,0.2737,Arm A: Control,0.5,0.5,0.5,0.5,0.5
4,1238,424,150,25,549,3000.0,20,79.0,43371.0,12078.0,15000.0,30078.0,13293.0,68598.0,950.0,0.06,0.27,0.3757,Arm A: Control,0.5,0.5,0.5,0.5,0.5
5,1238,549,150,32,667,3000.0,20,79.0,52693.0,14674.0,18000.0,35674.0,17019.0,85617.0,950.0,0.06,0.27,0.3799,Arm A: Control,0.5,0.5,0.5,0.5,0.5
6,1238,667,150,40,777,3000.0,20,79.0,61383.0,17094.0,18000.0,38094.0,23289.0,108906.0,950.0,0.06,0.27,0.4283,Arm A: Control,0.5,0.5,0.5,0.5,0.5
7,1238,777,250,46,981,5000.0,20,79.0,77499.0,21582.0,18000.0,44582.0,32917.0,141823.0,950.0,0.06,0.27,0.4893,Arm A: Control,0.5,0.5,0.5,0.5,0.5
8,1238,981,250,58,1173,5000.0,20,79.0,92667.0,25806.0,18000.0,48806.0,43861.0,185684.0,950.0,0.06,0.27,0.5273,Arm A: Control,0.5,0.5,0.5,0.5,0.5
9,1238,1173,250,70,1353,5000.0,20,79.0,106887.0,29766.0,18000.0,52766.0,54121.0,239805.0,950.0,0.06,0.27,0.5531,Arm A: Control,0.5,0.5,0.5,0.5,0.5
10,1238,1353,250,81,1522,5000.0,20,79.0,120238.0,33484.0,18000.0,56484.0,63754.0,303559.0,950.0,0.06,0.27,0.5718,Arm A: Control,0.5,0.5,0.5,0.5,0.5
11,1238,1522,182,91,1613,5000.0,27.41,79.0,127427.0,35486.0,18000.0,58486.0,68941.0,372500.0,950.0,0.06,0.27,0.5803,Arm A: Control,0.5,0.5,0.5,0.5,0.5
12,1238,1613,250,96,1767,5000.0,20,79.0,139593.0,38874.0,18000.0,61874.0,77719.0,450219.0,950.0,0.06,0.27,0.5926,Arm A: Control,0.5,0.5,0.5,0.5,0.5
13,1238,1767,250,106,1911,5000.0,20,79.0,150969.0,42042.0,18000.0,65042.0,85927.0,536146.0,950.0,0.06,0.27,0.6023,Arm A: Control,0.5,0.5,0.5,0.5,0.5
14,1238,1911,248,114,2045,5000.0,20.13,79.0,161555.0,44990.0,18000.0,67990.0,93565.0,629711.0,950.0,0.06,0.27,0.6101,Arm A: Control,0.5,0.5,0.5,0.5,0.5
15,1238,2045,196,122,2119,5000.0,25.47,79.0,167401.0,46618.0,18000.0,69618.0,97783.0,727494.0,950.0,0.06,0.27,0.614,Arm A: Control,0.5,0.5,0.5,0.5,0.5
16,1238,2119,211,127,2203,5000.0,23.65,79.0,174037.0,48466.0,18000.0,71466.0,102571.0,830065.0,950.0,0.06,0.27,0.6181,Arm A: Control,0.5,0.5,0.5,0.5,0.5
17,1238,2203,250,132,2321,5000.0,20,79.0,183359.0,51062.0,18000.0,74062.0,109297.0,939362.0,950.0,0.06,0.27,0.6234,Arm A: Control,0.5,0.5,0.5,0.5,0.5
18,1238,2321,230,139,2412,5000.0,21.69,79.0,190548.0,53064.0,18000.0,76064.0,114484.0,1053846.0,950.0,0.06,0.27,0.6271,Arm A: Control,0.5,0.5,0.5,0.5,0.5
19,1238,2412,203,144,2471,6000.0,29.46,79.0,195209.0,54362.0,18000.0,78362.0,116847.0,1170693.0,950.0,0.06,0.27,0.6293,Arm A: Control,0.5,0.5,0.5,0.5,0.5
20,1238,2471,229,148,2552,6000.0,20,79.0,201608.0,56144.0,18000.0,80144.0,121464.0,1292157.0,950.0,0.06,0.27,0.6322,Arm A: Control,0.5,0.5,0.5,0.5,0.5
21,1238,2552,300,153,2699,6000.0,20,79.0,213221.0,59378.0,18000.0,83378.0,129843.0,1422000.0,950.0,0.06,0.27,0.6371,Arm A: Control,0.5,0.5,0.5,0.5,0.5
22,1238,2699,237,161,2775,6000.0,25.22,79.0,219225.0,61050.0,18000.0,85050.0,134175.0,1556175.0,950.0,0.06,0.27,0.6394,Arm A: Control,0.5,0.5,0.5,0.5,0.5
23,1238,2775,252,166,2861,6000.0,23.73,79.0,226019.0,62942.0,18000.0,86942.0,139077.0,1695252.0,950.0,0.06,0.27,0.6419,Arm A: Control,0.5,0.5,0.5,0.5,0.5
24,1238,2861,251,171,2941,6000.0,20.3,79.0,232339.0,64702.0,18000.0,88702.0,143637.0,1838889.0,950.0,0.06,0.27,0.644,Arm A: Control,0.5,0.5,0.5,0.5,0.5
25,1238,2941,251,176,3016,6000.0,23.87,79.0,238264.0,66352.0,18000.0,90352.0,147912.0,1986801.0,950.0,0.06,0.27,0.646,Arm A: Control,0.5,0.5,0.5,0.5,0.5
26,1238,3016,300,180,3136,6000.0,20,79.0,247744.0,68992.0,18000.0,92992.0,154752.0,2141553.0,950.0,0.06,0.27,0.6489,Arm A: Control,0.5,0.5,0.5,0.5,0.5
27,1238,3136,300,188,3248,6000.0,20,79.0,256592.0,71456.0,18000.0,95456.0,161136.0,2302689.0,950.0,0.06,0.27,0.6514,Arm A: Control,0.5,0.5,0.5,0.5,0.5
28,1238,3248,265,194,3319,6000.0,20,79.0,262201.0,73018.0,18000.0,97018.0,165183.0,2467872.0,950.0,0.06,0.27,0.6529,Arm A: Control,0.5,0.5,0.5,0.5,0.5
29,1238,3319,221,199,3341,6000.0,27.09,79.0,263939.0,73502.0,18000.0,97502.0,166437.0,2634309.0,950.0,0.06,0.27,0.6533,Arm A: Control,0.5,0.5,0.5,0.5,0.5
30,1238,3341,292,200,3433,6000.0,20,79.0,271207.0,75526.0,18000.0,99526.0,171681.0,2805990.0,950.0,0.06,0.27,0.6551,Arm A: Control,0.5,0.5,0.5,0.5,0.5
31,1238,3433,285,205,3513,6000.0,20,79.0,277527.0,77286.0,18000.0,101286.0,176241.0,2982231.0,950.0,0.06,0.27,0.6567,Arm A: Control,0.5,0.5,0.5,0.5,0.5
32,1238,3513,279,210,3582,6000.0,20,79.0,282978.0,78804.0,18000.0,102804.0,180174.0,3162405.0,950.0,0.06,0.27,0.6579,Arm A: Control,0.5,0.5,0.5,0.5,0.5
33,1238,3582,241,214,3609,6000.0,24.88,79.0,285111.0,79398.0,18000.0,103398.0,181713.0,3344118.0,950.0,0.06,0.27,0.6584,Arm A: Control,0.5,0.5,0.5,0.5,0.5
34,1238,3609,233,216,3626,6000.0,22.93,79.0,286454.0,79772.0,18000.0,103772.0,182682.0,3526800.0,950.0,0.06,0.27,0.6587,Arm A: Control,0.5,0.5,0.5,0.5,0.5
35,1238,3626,241,217,3650,6000.0,24.81,79.0,288350.0,80300.0,18000.0,104300.0,184050.0,3710850.0,950.0,0.06,0.27,0.6591,Arm A: Control,0.5,0.5,0.5,0.5,0.5
36,1238,3650,279,219,3710,6000.0,20.31,79.0,293090.0,81620.0,18000.0,105620.0,187470.0,3898320.0,950.0,0.06,0.27,0.6601,Arm A: Control,0.5,0.5,0.5,0.5,0.5
1,2001,0,33,0,33,3000.0,89.97,79.0,2607.0,726.0,5000.0,8726.0,-6119.0,43881.0,863.64,0.066,1.72,-1.1964,Arm A: Control,0.5,0.5,0.5,0.5,0.5
2,2001,33,32,2,63,3000.0,92.56,79.0,4977.0,1386.0,8000.0,12386.0,-7409.0,36472.0,863.64,0.066,1.72,-0.8859,Arm A: Control,0.5,0.5,0.5,0.5,0.5
3,2001,63,34,4,93,3000.0,87.45,79.0,7347.0,2046.0,8000.0,13046.0,-5699.0,30773.0,863.64,0.066,1.72,-0.3674,Arm A: Control,0.5,0.5,0.5,0.5,0.5
4,2001,93,35,6,122,3000.0,83.65,79.0,9638.0,2684.0,8000.0,13684.0,-4046.0,26727.0,863.64,0.066,1.72,-0.1085,Arm A: Control,0.5,0.5,0.5,0.5,0.5
5,2001,122,33,8,147,3000.0,90.08,79.0,11613.0,3234.0,8000.0,14234.0,-2621.0,24106.0,863.64,0.066,1.72,0.0326,Arm A: Control,0.5,0.5,0.5,0.5,0.5
6,2001,147,34,9,172,3000.0,86.15,79.0,13588.0,3784.0,12000.0,18784.0,-5196.0,18910.0,863.64,0.066,1.72,-0.1616,Arm A: Control,0.5,0.5,0.5,0.5,0.5
7,2001,172,56,11,217,5000.0,88.89,79.0,17143.0,4774.0,12000.0,21774.0,-4631.0,14279.0,863.64,0.066,1.72,0.0215,Arm A: Control,0.5,0.5,0.5,0.5,0.5
8,2001,217,58,14,261,5000.0,85.11,79.0,20619.0,5742.0,12000.0,22742.0,-2123.0,12156.0,863.64,0.066,1.72,0.1395,Arm A: Control,0.5,0.5,0.5,0.5,0.5
9,2001,261,58,17,302,5000.0,85.23,79.0,23858.0,6644.0,15000.0,26644.0,-2786.0,9370.0,863.64,0.066,1.72,0.0928,Arm A: Control,0.5,0.5,0.5,0.5,0.5
10,2001,302,42,19,325,5000.0,118.8,79.0,25675.0,7150.0,15000.0,27150.0,-1475.0,7895.0,863.64,0.066,1.72,0.1373,Arm A: Control,0.5,0.5,0.5,0.5,0.5
11,2001,325,43,21,347,5000.0,115.64,79.0,27413.0,7634.0,15000.0,27634.0,-221.0,7674.0,863.64,0.066,1.72,0.1743,Arm A: Control,0.5,0.5,0.5,0.5,0.5
12,2001,347,45,22,370,5000.0,110.05,79.0,29230.0,8140.0,15000.0,28140.0,1090.0,8764.0,863.64,0.066,1.72,0.2083,Arm A: Control,0.5,0.5,0.5,0.5,0.5
13,2001,370,42,24,388,5000.0,117.73,79.0,30652.0,8536.0,15000.0,28536.0,2116.0,10880.0,863.64,0.066,1.72,0.2322,Arm A: Control,0.5,0.5,0.5,0.5,0.5
14,2001,388,39,25,402,5000.0,126.67,79.0,31758.0,8844.0,15000.0,28844.0,2914.0,13794.0,863.64,0.066,1.72,0.2492,Arm A: Control,0.5,0.5,0.5,0.5,0.5
15,2001,402,42,26,418,5000.0,118.77,79.0,33022.0,9196.0,15000.0,29196.0,3826.0,17620.0,863.64,0.066,1.72,0.2673,Arm A: Control,0.5,0.5,0.5,0.5,0.5
16,2001,418,43,27,434,5000.0,115.85,79.0,34286.0,9548.0,15000.0,29548.0,4738.0,22358.0,863.64,0.066,1.72,0.284,Arm A: Control,0.5,0.5,0.5,0.5,0.5
17,2001,434,38,28,444,5000.0,131.4,79.0,35076.0,9768.0,15000.0,29768.0,5308.0,27666.0,863.64,0.066,1.72,0.2939,Arm A: Control,0.5,0.5,0.5,0.5,0.5
18,2001,444,40,29,455,5000.0,122.97,79.0,35945.0,10010.0,15000.0,30010.0,5935.0,33601.0,863.64,0.066,1.72,0.3042,Arm A: Control,0.5,0.5,0.5,0.5,0.5
19,2001,455,48,30,473,6000.0,123.83,79.0,37367.0,10406.0,15000.0,31406.0,5961.0,39562.0,863.64,0.066,1.72,0.3201,Arm A: Control,0.5,0.5,0.5,0.5,0.5
20,2001,473,44,31,486,6000.0,133.94,79.0,38394.0,10692.0,15000.0,31692.0,6702.0,46264.0,863.64,0.066,1.72,0.3308,Arm A: Control,0.5,0.5,0.5,0.5,0.5
21,2001,486,46,32,500,6000.0,129.37,79.0,39500.0,11000.0,15000.0,32000.0,7500.0,53764.0,863.64,0.066,1.72,0.3418,Arm A: Control,0.5,0.5,0.5,0.5,0.5
22,2001,500,45,33,512,6000.0,133.26,79.0,40448.0,11264.0,15000.0,32264.0,8184.0,61948.0,863.64,0.066,1.72,0.3507,Arm A: Control,0.5,0.5,0.5,0.5,0.5
23,2001,512,43,33,522,6000.0,136.85,79.0,41238.0,11484.0,15000.0,32484.0,8754.0,70702.0,863.64,0.066,1.72,0.3578,Arm A: Control,0.5,0.5,0.5,0.5,0.5
24,2001,522,44,34,532,6000.0,135.24,79.0,42028.0,11704.0,15000.0,32704.0,9324.0,80026.0,863.64,0.066,1.72,0.3646,Arm A: Control,0.5,0.5,0.5,0.5,0.5
25,2001,532,45,35,542,6000.0,133.06,79.0,42818.0,11924.0,15000.0,32924.0,9894.0,89920.0,863.64,0.066,1.72,0.3712,Arm A: Control,0.5,0.5,0.5,0.5,0.5
26,2001,542,43,35,550,6000.0,137.24,79.0,43450.0,12100.0,15000.0,33100.0,10350.0,100270.0,863.64,0.066,1.72,0.3763,Arm A: Control,0.5,0.5,0.5,0.5,0.5
27,2001,550,41,36,555,6000.0,144.92,79.0,43845.0,12210.0,15000.0,33210.0,10635.0,110905.0,863.64,0.066,1.72,0.3794,Arm A: Control,0.5,0.5,0.5,0.5,0.5
28,2001,555,46,36,565,6000.0,129.23,79.0,44635.0,12430.0,15000.0,33430.0,11205.0,122110.0,863.64,0.066,1.72,0.3855,Arm A: Control,0.5,0.5,0.5,0.5,0.5
29,2001,565,41,37,569,6000.0,145.97,79.0,44951.0,12518.0,15000.0,33518.0,11433.0,133543.0,863.64,0.066,1.72,0.3878,Arm A: Control,0.5,0.5,0.5,0.5,0.5
30,2001,569,43,37,575,6000.0,136.66,79.0,45425.0,12650.0,15000.0,33650.0,11775.0,145318.0,863.64,0.066,1.72,0.3913,Arm A: Control,0.5,0.5,0.5,0.5,0.5
31,2001,575,40,37,578,6000.0,147.74,79.0,45662.0,12716.0,15000.0,33716.0,11946.0,157264.0,863.64,0.066,1.72,0.393,Arm A: Control,0.5,0.5,0.5,0.5,0.5
32,2001,578,42,38,582,6000.0,140.47,79.0,45978.0,12804.0,15000.0,33804.0,12174.0,169438.0,863.64,0.066,1.72,0.3953,Arm A: Control,0.5,0.5,0.5,0.5,0.5
33,2001,582,44,38,588,6000.0,136.13,79.0,46452.0,12936.0,15000.0,33936.0,12516.0,181954.0,863.64,0.066,1.72,0.3986,Arm A: Control,0.5,0.5,0.5,0.5,0.5
34,2001,588,42,38,592,6000.0,140.21,79.0,46768.0,13024.0,15000.0,34024.0,12744.0,194698.0,863.64,0.066,1.72,0.4008,Arm A: Control,0.5,0.5,0.5,0.5,0.5
35,2001,592,43,39,596,6000.0,139.39,79.0,47084.0,13112.0,15000.0,34112.0,12972.0,207670.0,863.64,0.066,1.72,0.4029,Arm A: Control,0.5,0.5,0.5,0.5,0.5
36,2001,596,42,39,599,6000.0,140.78,79.0,47321.0,13178.0,15000.0,34178.0,13143.0,220813.0,863.64,0.066,1.72,0.4045,Arm A: Control,0.5,0.5,0.5,0.5,0.5
1,2002,0,9,0,9,3000.0,300.31,79.0,711.0,198.0,5000.0,8198.0,-7487.0,42513.0,863.64,0.066,2.09,-6.3108,Arm A: Control,0.5,0.5,0.5,0.5,0.5
2,2002,9,9,0,18,3000.0,300.04,79.0,1422.0,396.0,5000.0,8396.0,-6974.0,35539.0,863.64,0.066,2.09,-2.7947,Arm A: Control,0.5,0.5,0.5,0.5,0.5
3,2002,18,9,1,26,3000.0,316.36,79.0,2054.0,572.0,5000.0,8572.0,-6518.0,29021.0,863.64,0.066,2.09,-1.7128,Arm A: Control,0.5,0.5,0.5,0.5,0.5
4,2002,26,9,1,34,3000.0,312.31,79.0,2686.0,748.0,5000.0,8748.0,-6062.0,22959.0,863.64,0.066,2.09,-1.14,Arm A: Control,0.5,0.5,0.5,0.5,0.5
5,2002,34,9,2,41,3000.0,314.81,79.0,3239.0,902.0,5000.0,8902.0,-5663.0,17296.0,863.64,0.066,2.09,-0.8222,Arm A: Control,0.5,0.5,0.5,0.5,0.5
6,2002,41,9,2,48,3000.0,310.83,79.0,3792.0,1056.0,5000.0,9056.0,-5264.0,12032.0,863.64,0.066,2.09,-0.597,Arm A: Control,0.5,0.5,0.5,0.5,0.5
7,2002,48,15,3,60,5000.0,314.15,79.0,4740.0,1320.0,8000.0,14320.0,-9580.0,2452.0,863.64,0.066,2.09,-0.9662,Arm A: Control,0.5,0.5,0.5,0.5,0.5
8,2002,60,15,3,72,5000.0,330.94,79.0,5688.0,1584.0,8000.0,14584.0,-8896.0,-6444.0,863.64,0.066,2.09,-0.685,Arm A: Control,0.5,0.5,0.5,0.5,0.5
9,2002,72,15,4,83,5000.0,321.82,79.0,6557.0,1826.0,8000.0,14826.0,-8269.0,-8269.0,863.64,0.066,2.09,-0.4986,Arm A: Control,0.5,0.5,0.5,0.5,0.5
10,2002,83,37,5,115,5000.0,131.59,79.0,9085.0,2530.0,8000.0,15530.0,-6445.0,-14714.0,863.64,0.066,2.09,-0.1591,Arm A: Control,0.5,0.5,0.5,0.5,0.5
11,2002,115,35,7,143,5000.0,141.32,79.0,11297.0,3146.0,8000.0,16146.0,-4849.0,-19563.0,863.64,0.066,2.09,0.0134,Arm A: Control,0.5,0.5,0.5,0.5,0.5
12,2002,143,35,9,169,5000.0,140.92,79.0,13351.0,3718.0,12000.0,20718.0,-7367.0,-26930.0,863.64,0.066,2.09,-0.1773,Arm A: Control,0.5,0.5,0.5,0.5,0.5
13,2002,169,35,11,193,5000.0,142.0,79.0,15247.0,4246.0,12000.0,21246.0,-5999.0,-32929.0,863.64,0.066,2.09,-0.0655,Arm A: Control,0.5,0.5,0.5,0.5,0.5
14,2002,193,33,12,214,5000.0,150.67,79.0,16906.0,4708.0,12000.0,21708.0,-4802.0,-37731.0,863.64,0.066,2.09,0.0117,Arm A: Control,0.5,0.5,0.5,0.5,0.5
15,2002,214,34,14,234,5000.0,145.08,79.0,18486.0,5148.0,12000.0,22148.0,-3662.0,-41393.0,863.64,0.066,2.09,0.0724,Arm A: Control,0.5,0.5,0.5,0.5,0.5
16,2002,234,35,15,254,5000.0,141.82,79.0,20066.0,5588.0,12000.0,22588.0,-2522.0,-43915.0,863.64,0.066,2.09,0.1235,Arm A: Control,0.5,0.5,0.5,0.5,0.5
17,2002,254,33,16,271,5000.0,149.67,79.0,21409.0,5962.0,12000.0,22962.0,-1553.0,-45468.0,863.64,0.066,2.09,0.161,Arm A: Control,0.5,0.5,0.5,0.5,0.5
18,2002,271,33,17,287,5000.0,151.4,79.0,22673.0,6314.0,12000.0,23314.0,-641.0,-46109.0,863.64,0.066,2.09,0.1923,Arm A: Control,0.5,0.5,0.5,0.5,0.5
19,2002,287,37,18,306,6000.0,162.01,79.0,24174.0,6732.0,15000.0,27732.0,-3558.0,-49667.0,863.64,0.066,2.09,0.101,Arm A: Control,0.5,0.5,0.5,0.5,0.5
20,2002,306,40,20,326,6000.0,149.44,79.0,25754.0,7172.0,15000.0,28172.0,-2418.0,-52085.0,863.64,0.066,2.09,0.1391,Arm A: Control,0.5,0.5,0.5,0.5,0.5
21,2002,326,38,21,343,6000.0,155.14,79.0,27097.0,7546.0,15000.0,28546.0,-1449.0,-53534.0,863.64,0.066,2.09,0.168,Arm A: Control,0.5,0.5,0.5,0.5,0.5
22,2002,343,38,22,359,6000.0,155.07,79.0,28361.0,7898.0,15000.0,28898.0,-537.0,-54071.0,863.64,0.066,2.09,0.1926,Arm A: Control,0.5,0.5,0.5,0.5,0.5
23,2002,359,39,23,375,6000.0,153.58,79.0,29625.0,8250.0,15000.0,29250.0,375.0,-53696.0,863.64,0.066,2.09,0.2152,Arm A: Control,0.5,0.5,0.5,0.5,0.5
24,2002,375,36,24,387,6000.0,163.71,79.0,30573.0,8514.0,15000.0,29514.0,1059.0,-52637.0,863.64,0.066,2.09,0.2309,Arm A: Control,0.5,0.5,0.5,0.5,0.5
25,2002,387,36,25,398,6000.0,164.57,79.0,31442.0,8756.0,15000.0,29756.0,1686.0,-50951.0,863.64,0.066,2.09,0.2445,Arm A: Control,0.5,0.5,0.5,0.5,0.5
26,2002,398,37,26,409,6000.0,161.94,79.0,32311.0,8998.0,15000.0,29998.0,2313.0,-48638.0,863.64,0.066,2.09,0.2573,Arm A: Control,0.5,0.5,0.5,0.5,0.5
27,2002,409,37,26,420,6000.0,160.95,79.0,33180.0,9240.0,15000.0,30240.0,2940.0,-45698.0,863.64,0.066,2.09,0.2694,Arm A: Control,0.5,0.5,0.5,0.5,0.5
28,2002,420,34,27,427,6000.0,175.48,79.0,33733.0,9394.0,15000.0,30394.0,3339.0,-42359.0,863.64,0.066,2.09,0.2769,Arm A: Control,0.5,0.5,0.5,0.5,0.5
29,2002,427,34,28,433,6000.0,175.72,79.0,34207.0,9526.0,15000.0,30526.0,3681.0,-38678.0,863.64,0.066,2.09,0.283,Arm A: Control,0.5,0.5,0.5,0.5,0.5
30,2002,433,36,28,441,6000.0,165.6,79.0,34839.0,9702.0,15000.0,30702.0,4137.0,-34541.0,863.64,0.066,2.09,0.291,Arm A: Control,0.5,0.5,0.5,0.5,0.5
31,2002,441,35,29,447,6000.0,168.14,79.0,35313.0,9834.0,15000.0,30834.0,4479.0,-30062.0,863.64,0.066,2.09,0.2967,Arm A: Control,0.5,0.5,0.5,0.5,0.5
32,2002,447,33,29,451,6000.0,178.6,79.0,35629.0,9922.0,15000.0,30922.0,4707.0,-25355.0,863.64,0.066,2.09,0.3005,Arm A: Control,0.5,0.5,0.5,0.5,0.5
33,2002,451,33,29,455,6000.0,178.3,79.0,35945.0,10010.0,15000.0,31010.0,4935.0,-20420.0,863.64,0.066,2.09,0.3042,Arm A: Control,0.5,0.5,0.5,0.5,0.5
34,2002,455,34,30,459,6000.0,172.27,79.0,36261.0,10098.0,15000.0,31098.0,5163.0,-15257.0,863.64,0.066,2.09,0.3079,Arm A: Control,0.5,0.5,0.5,0.5,0.5
35,2002,459,31,30,460,6000.0,187.75,79.0,36340.0,10120.0,15000.0,31120.0,5220.0,-10037.0,863.64,0.066,2.09,0.3088,Arm A: Control,0.5,0.5,0.5,0.5,0.5
36,2002,460,33,30,463,6000.0,181.71,79.0,36577.0,10186.0,15000.0,31186.0,5391.0,-4646.0,863.64,0.066,2.09,0.3114,Arm A: Control,0.5,0.5,0.5,0.5,0.5
1,2003,0,144,0,144,3000.0,20.82,79.0,11376.0,3168.0,8000.0,14168.0,-2792.0,47208.0,950.0,0.06,0.49,0.0183,Arm A: Control,0.5,0.5,0.5,0.5,0.5
2,2003,144,77,9,212,3000.0,38.89,79.0,16748.0,4664.0,12000.0,19664.0,-2916.0,44292.0,863.64,0.066,0.49,0.005,Arm A: Control,0.5,0.5,0.5,0.5,0.5
3,2003,212,106,12,306,3000.0,28.2,79.0,24174.0,6732.0,15000.0,24732.0,-558.0,43734.0,950.0,0.06,0.49,0.101,Arm A: Control,0.5,0.5,0.5,0.5,0.5
4,2003,306,83,20,369,3000.0,36.14,79.0,29151.0,8118.0,15000.0,26118.0,3033.0,46767.0,863.64,0.066,0.49,0.207,Arm A: Control,0.5,0.5,0.5,0.5,0.5
5,2003,369,97,22,444,3000.0,30.91,79.0,35076.0,9768.0,15000.0,27768.0,7308.0,54075.0,950.0,0.06,0.49,0.2939,Arm A: Control,0.5,0.5,0.5,0.5,0.5
6,2003,444,135,26,553,3000.0,22.21,79.0,43687.0,12166.0,15000.0,30166.0,13521.0,67596.0,950.0,0.06,0.49,0.3782,Arm A: Control,0.5,0.5,0.5,0.5,0.5
7,2003,553,125,36,642,5000.0,39.76,79.0,50718.0,14124.0,18000.0,37124.0,13594.0,81190.0,863.64,0.066,0.49,0.3666,Arm A: Control,0.5,0.5,0.5,0.5,0.5
8,2003,642,223,38,827,5000.0,22.32,79.0,65333.0,18194.0,18000.0,41194.0,24139.0,105329.0,950.0,0.06,0.49,0.446,Arm A: Control,0.5,0.5,0.5,0.5,0.5
9,2003,827,213,49,991,5000.0,23.39,79.0,78289.0,21802.0,18000.0,44802.0,33487.0,138816.0,950.0,0.06,0.49,0.4916,Arm A: Control,0.5,0.5,0.5,0.5,0.5
10,2003,991,203,59,1135,5000.0,24.56,79.0,89665.0,24970.0,18000.0,47970.0,41695.0,180511.0,950.0,0.06,0.49,0.5208,Arm A: Control,0.5,0.5,0.5,0.5,0.5
11,2003,1135,118,74,1179,5000.0,42.03,79.0,93141.0,25938.0,18000.0,48938.0,44203.0,224714.0,863.64,0.066,0.49,0.5283,Arm A: Control,0.5,0.5,0.5,0.5,0.5
12,2003,1179,119,77,1221,5000.0,41.78,79.0,96459.0,26862.0,18000.0,49862.0,46597.0,271311.0,863.64,0.066,0.49,0.5349,Arm A: Control,0.5,0.5,0.5,0.5,0.5
13,2003,1221,120,80,1261,5000.0,41.65,79.0,99619.0,27742.0,18000.0,50742.0,48877.0,320188.0,863.64,0.066,0.49,0.5408,Arm A: Control,0.5,0.5,0.5,0.5,0.5
14,2003,1261,133,83,1311,5000.0,37.51,79.0,103569.0,28842.0,18000.0,51842.0,51727.0,371915.0,863.64,0.066,0.49,0.5477,Arm A: Control,0.5,0.5,0.5,0.5,0.5
15,2003,1311,113,86,1338,5000.0,43.99,79.0,105702.0,29436.0,18000.0,52436.0,53266.0,425181.0,863.64,0.066,0.49,0.5512,Arm A: Control,0.5,0.5,0.5,0.5,0.5
16,2003,1338,176,80,1434,5000.0,28.27,79.0,113286.0,31548.0,18000.0,54548.0,58738.0,483919.0,950.0,0.06,0.49,0.5626,Arm A: Control,0.5,0.5,0.5,0.5,0.5
17,2003,1434,113,94,1453,5000.0,43.99,79.0,114787.0,31966.0,18000.0,54966.0,59821.0,543740.0,863.64,0.066,0.49,0.5647,Arm A: Control,0.5,0.5,0.5,0.5,0.5
18,2003,1453,146,87,1512,5000.0,34.16,79.0,119448.0,33264.0,18000.0,56264.0,63184.0,606924.0,950.0,0.06,0.49,0.5708,Arm A: Control,0.5,0.5,0.5,0.5,0.5
